Transaction_id,DateTime,Campaign_name ,Subject_line ,Status,Source,HCP_ID
A200,27/08/25 17:41,ABC med awareness,Latest research on ABC,Click,internal,1023477766
A202,27/08/25 5:16,ABC med awareness,Latest research on ABC,Click,internal,1023516416
A204,27/08/25 23:10,ABC med awareness,Latest research on ABC,Click,internal,1023039547
A206,27/08/25 18:36,ABC med awareness,Latest research on ABC,Click,internal,1023881872
A208,26/08/25 7:04,ABC drug launch,Why choose ABC?,Click,internal,1023435199
A210,27/08/25 14:09,ABC med awareness,Latest research on ABC,Click,internal,1023803075
A212,27/08/25 12:04,ABC med awareness,Latest research on ABC,Click,internal,1023032673
A214,27/08/25 14:47,ABC drug launch,Why choose ABC?,Click,internal,1023098633
A216,27/08/25 13:54,ABC drug launch,Why choose ABC?,Click,internal,1023528054
A218,25/08/25 2:23,ABC med awareness,Latest research on ABC,Click,internal,1023209270
A220,25/08/25 3:27,ABC drug launch,Why choose ABC?,Click,internal,1023080256
A222,25/08/25 0:43,ABC med awareness,Latest research on ABC,Click,internal,1023802910
A224,26/08/25 13:42,ABC med awareness,Latest research on ABC,Click,internal,1023462213
A226,26/08/25 5:13,ABC med awareness,Latest research on ABC,Click,internal,1023629969
A228,26/08/25 14:55,ABC drug launch,Why choose ABC?,Click,internal,1023926034
A230,27/08/25 10:56,ABC drug launch,Why choose ABC?,Click,internal,1023483364
A232,25/08/25 14:19,ABC med awareness,Latest research on ABC,Click,internal,1023508117
A234,27/08/25 3:02,ABC drug launch,Why choose ABC?,Click,internal,1023839663
A236,27/08/25 15:36,ABC drug launch,Why choose ABC?,Click,internal,1023897066
A238,27/08/25 16:04,ABC med awareness,Latest research on ABC,Click,internal,1023441323
A240,27/08/25 17:54,ABC drug launch,Why choose ABC?,Click,internal,1023601198
A242,25/08/25 23:26,ABC drug launch,Why choose ABC?,Click,internal,1023706870
A244,25/08/25 21:24,ABC drug launch,Why choose ABC?,Click,internal,1023591612
A246,25/08/25 9:07,ABC med awareness,Latest research on ABC,Click,internal,1023570850
A248,27/08/25 11:26,ABC drug launch,Why choose ABC?,Click,internal,1023253253
A250,26/08/25 18:50,ABC drug launch,Why choose ABC?,Click,internal,1023968140
A252,25/08/25 5:00,ABC med awareness,Latest research on ABC,Click,internal,1023081525
A254,25/08/25 21:12,ABC med awareness,Latest research on ABC,Click,internal,1023685821
A256,27/08/25 10:27,ABC med awareness,Latest research on ABC,Click,internal,1023696333
A258,26/08/25 15:41,ABC drug launch,Why choose ABC?,Click,internal,1023256351
A260,25/08/25 19:53,ABC med awareness,Latest research on ABC,Click,internal,1023424553
A262,27/08/25 23:31,ABC drug launch,Why choose ABC?,Click,internal,1023172697
A264,25/08/25 1:25,ABC drug launch,Why choose ABC?,Click,internal,1023675216
A266,27/08/25 19:52,ABC drug launch,Why choose ABC?,Click,internal,1023351624
A268,27/08/25 9:16,ABC drug launch,Why choose ABC?,Click,internal,1023521880
A270,26/08/25 15:19,ABC drug launch,Why choose ABC?,Click,internal,1023085116
A272,26/08/25 20:21,ABC med awareness,Latest research on ABC,Click,internal,1023800261
A274,27/08/25 17:24,ABC drug launch,Why choose ABC?,Click,internal,1023467722
A276,27/08/25 17:57,ABC med awareness,Latest research on ABC,Click,internal,1023678449
A278,27/08/25 9:05,ABC med awareness,Latest research on ABC,Click,internal,1023257708
A280,26/08/25 8:19,ABC med awareness,Latest research on ABC,Click,internal,1023068628
A282,27/08/25 6:14,ABC drug launch,Why choose ABC?,Click,internal,1023667621
A284,27/08/25 1:08,ABC med awareness,Latest research on ABC,Click,internal,1023839567
A286,27/08/25 14:57,ABC drug launch,Why choose ABC?,Click,internal,1023065147
A288,27/08/25 9:36,ABC drug launch,Why choose ABC?,Click,internal,1023346488
A290,25/08/25 21:59,ABC med awareness,Latest research on ABC,Click,internal,1023845948
A292,25/08/25 6:08,ABC med awareness,Latest research on ABC,Click,internal,1023607137
A294,26/08/25 5:51,ABC drug launch,Why choose ABC?,Click,internal,1023527345
A296,25/08/25 22:44,ABC drug launch,Why choose ABC?,Click,internal,1023970208
A298,26/08/25 21:30,ABC med awareness,Latest research on ABC,Click,internal,1023402686
A300,26/08/25 1:47,ABC med awareness,Latest research on ABC,Click,internal,1023912147
A262,15/02/25 0:30,ABC drug launch,Why choose ABC?,Click,internal,1023172697
A264,12/02/25 0:10,ABC drug launch,Why choose ABC?,,internal,1023675216
A266,09/02/25 0:30,ABC drug launch,Why choose ABC?,,internal,1023351624
A268,05/02/25 0:05,ABC drug launch,Why choose ABC?,,internal,1023521880
A222,02/02/25 0:10,ABC med awareness,Latest research on ABC,,internal,1023802910
A224,30/01/25 0:30,ABC med awareness,Latest research on ABC,,internal,1023462213
A226,27/01/25 0:10,ABC med awareness,Latest research on ABC,,internal,1023629969
A228,26/08/25 22:20,ABC drug launch,Why choose ABC?,,internal,1023926034
A101,26/08/25 22:20,ABC drug launch,Why choose ABC?,,internal,1023303038
A103,26/08/25 22:20,ABC med awareness,Latest research on ABC,,internal,1023193618
A105,26/08/25 22:20,ABC drug launch,Why choose ABC?,,internal,1023475268
A107,26/08/25 22:20,ABC med awareness,Latest research on ABC,,internal,1023575098
A109,26/08/25 22:20,ABC med awareness,Latest research on ABC,,internal,1023748479
A111,26/08/25 22:20,ABC med awareness,Latest research on ABC,,internal,1023131228
A222,26/08/25 22:20,ABC med awareness,Latest research on ABC,,internal,1023802910
A224,26/08/25 22:20,ABC med awareness,Latest research on ABC,,internal,1023462213
A226,26/08/25 22:20,ABC med awareness,Latest research on ABC,,internal,1023629969
A228,26/08/25 22:20,ABC drug launch,Why choose ABC?,,internal,1023926034
A230,26/08/25 22:20,ABC drug launch,Why choose ABC?,,internal,1023483364
A232,26/08/25 22:20,ABC med awareness,Latest research on ABC,,internal,1023508117
A234,26/08/25 22:20,ABC drug launch,Why choose ABC?,,internal,1023839663
A236,26/08/25 22:20,ABC drug launch,Why choose ABC?,,internal,1023897066
