DateTime,Campaign_name ,Activity ,Source,HCP_ID
20/01/25 2:23:00 AM,,Click ,Vendor 1,2940545267
27/01/25 8:15:00 PM,,View ,Vendor 1,2997781080
27/01/25 8:17:00 PM,,Click ,Vendor 1,2997781080
31/01/25 10:58:00 PM,,View ,Vendor 1,2998224302
31/01/25 10:58:00 PM,,Click ,Vendor 1,2998224302
09/01/25 10:07:00 AM,,View ,Vendor 1,3099937404
09/01/25 10:08:00 AM,,Click ,Vendor 1,3099937404
01/01/25 2:35:00 AM,,View ,Vendor 1,3110283320
01/01/25 2:37:00 AM,,Click ,Vendor 1,3110283320
01/01/25 2:34:00 AM,,Click ,Vendor 1,3110283320
24/01/25 10:24:00 AM,,View ,Vendor 1,3117662948
24/01/25 10:24:00 AM,,Click ,Vendor 1,3117662948
24/01/25 10:20:00 AM,,Click ,Vendor 1,3117662948
14/01/25 11:42:00 PM,,View ,Vendor 1,3180970780
14/01/25 11:43:00 PM,,Click ,Vendor 1,3180970780
14/01/25 11:43:00 PM,,Click ,Vendor 1,3180970780
30/01/25 1:37:00 PM,,View ,Vendor 1,3269814539
30/01/25 1:37:00 PM,,Click ,Vendor 1,3269814539
30/01/25 1:37:00 PM,,Click ,Vendor 1,3269814539
14/01/25 11:33:00 AM,,View ,Vendor 1,3299439261
14/01/25 11:33:00 AM,,Click ,Vendor 1,3299439261
14/01/25 11:33:00 AM,,Click ,Vendor 1,3299439261
06/01/25 7:28:00 PM,,View ,Vendor 1,3308048871
06/01/25 7:29:00 PM,,Click ,Vendor 1,3308048871
06/01/25 7:29:00 PM,,Click ,Vendor 1,3308048871
25/01/25 1:35:00 PM,,View ,Vendor 1,3349337558
25/01/25 1:37:00 PM,,Click ,Vendor 1,3349337558
25/01/25 1:37:00 PM,,Click ,Vendor 1,3349337558
31/01/25 9:32:00 PM,,View ,Vendor 1,3378215825
31/01/25 9:33:00 PM,,Click ,Vendor 1,3378215825
31/01/25 9:33:00 PM,,Click ,Vendor 1,3378215825
05/01/25 11:25:00 AM,,View ,Vendor 1,3446885727
05/01/25 11:26:00 AM,,Click ,Vendor 1,3446885727
05/01/25 11:26:00 AM,,Click ,Vendor 1,3446885727
01/02/25 12:03:00 PM,,View ,Vendor 1,3500870110
01/02/25 12:05:00 PM,,Click ,Vendor 1,3500870110
01/02/25 12:05:00 PM,,Click ,Vendor 1,3500870110
06/02/25 2:05:00 AM,,View ,Vendor 1,3506858468
06/02/25 2:06:00 AM,,Click ,Vendor 1,3506858468
06/02/25 2:06:00 AM,,Click ,Vendor 1,3506858468
21/01/25 7:46:00 AM,,View ,Vendor 1,3533862850
21/01/25 7:46:00 AM,,Click ,Vendor 1,3533862850
01/02/25 9:53:00 PM,,View ,Vendor 1,3721206695
01/02/25 9:55:00 PM,,Click ,Vendor 1,3721206695
11/01/25 3:32:00 PM,,View ,Vendor 1,3774804755
11/01/25 3:33:00 PM,,Click ,Vendor 1,3774804755
01/01/25 3:17:00 PM,,View ,Vendor 1,3776748123
01/01/25 3:17:00 PM,,Click ,Vendor 1,3776748123
02/02/25 7:18:00 PM,,View ,Vendor 1,3795124275
02/02/25 7:18:00 PM,,Click ,Vendor 1,3795124275
27/01/25 2:18:00 PM,,View ,Vendor 1,3859219060
27/01/25 2:19:00 PM,,Click ,Vendor 1,3859219060
21/01/25 12:25:00 AM,,View ,Vendor 1,3869215138
21/01/25 12:26:00 AM,,Click ,Vendor 1,3869215138
19/01/25 9:05:00 PM,,View ,Vendor 1,3915969263
19/01/25 9:07:00 PM,,Click ,Vendor 1,3915969263
26/01/25 9:08:00 AM,,View ,Vendor 1,4058361421
26/01/25 9:09:00 AM,,Click ,Vendor 1,4058361421
06/02/25 5:43:00 PM,,View ,Vendor 1,4176434916
06/02/25 5:44:00 PM,,Click ,Vendor 1,4176434916
26/01/25 9:27:00 PM,,View ,Vendor 1,4236878378
26/01/25 9:28:00 PM,,Click ,Vendor 1,4236878378
11/02/25 10:09:00 AM,,View ,Vendor 1,4319918178
11/02/25 10:09:00 AM,,Click ,Vendor 1,4319918178
27/01/25 10:25:00 PM,,View ,Vendor 1,4339901353
27/01/25 10:26:00 PM,,Click ,Vendor 1,4339901353
01/01/25 6:18:00 AM,,View ,Vendor 1,4342719861
01/01/25 6:19:00 AM,,Click ,Vendor 1,4342719861
02/02/25 11:58:00 AM,,View ,Vendor 1,4503435621
02/02/25 11:58:00 AM,,Click ,Vendor 1,4503435621
16/01/25 11:10:00 AM,,View ,Vendor 1,4588807827
16/01/25 11:11:00 AM,,Click ,Vendor 1,4588807827
23/01/25 6:52:00 AM,,View ,Vendor 1,4609552732
23/01/25 6:53:00 AM,,Click ,Vendor 1,4609552732
14/01/25 7:17:00 PM,,View ,Vendor 1,4655846255
14/01/25 7:18:00 PM,,Click ,Vendor 1,4655846255
24/01/25 9:50:00 AM,,View ,Vendor 1,4710530846
24/01/25 9:51:00 AM,,Click ,Vendor 1,4710530846
12/02/25 5:15:00 PM,,View ,Vendor 1,4726926855
12/02/25 5:17:00 PM,,Click ,Vendor 1,4726926855
01/02/25 5:07:00 AM,,View ,Vendor 1,4773664011
01/02/25 5:09:00 AM,,Click ,Vendor 1,4773664011
03/02/25 2:51:00 PM,,View ,Vendor 1,4795459064
03/02/25 2:51:00 PM,,Click ,Vendor 1,4795459064
09/02/25 8:33:00 PM,,View ,Vendor 1,4884535097
09/02/25 8:33:00 PM,,Click ,Vendor 1,4884535097
29/01/25 5:36:00 PM,,View ,Vendor 1,4905071642
29/01/25 5:37:00 PM,,Click ,Vendor 1,4905071642
01/02/25 2:55:00 PM,,View ,Vendor 1,5036066847
01/02/25 2:56:00 PM,,Click ,Vendor 1,5036066847
02/01/25 10:17:00 AM,,View ,Vendor 1,5138584889
02/01/25 10:18:00 AM,,Click ,Vendor 1,5138584889
03/01/25 6:34:00 PM,,View ,Vendor 1,5255447790
03/01/25 6:35:00 PM,,Click ,Vendor 1,5255447790
21/01/25 1:27:00 PM,,View ,Vendor 1,5280550031
21/01/25 1:28:00 PM,,Click ,Vendor 1,5280550031
26/01/25 4:09:00 AM,,View ,Vendor 1,5329825447
26/01/25 4:10:00 AM,,Click ,Vendor 1,5329825447
14/02/25 10:27:00 AM,,View ,Vendor 1,5331639558
14/02/25 10:29:00 AM,,Click ,Vendor 1,5331639558
15/02/25 10:29:00 AM,,Click ,Vendor 1,5331639558
04/01/25 2:57:00 PM,,View ,Vendor 1,5370194732
04/01/25 2:57:00 PM,,Click ,Vendor 1,5370194732
08/01/25 2:58:00 PM,,Click ,Vendor 1,5370194732
03/02/25 12:21:00 PM,,View ,Vendor 1,5379732100
03/02/25 12:22:00 PM,,Click ,Vendor 1,5379732100
03/02/25 12:22:00 PM,,Click ,Vendor 1,5379732100
09/02/25 10:45:00 AM,,View ,Vendor 1,5476893948
09/02/25 10:46:00 AM,,Click ,Vendor 1,5476893948
09/02/25 10:47:00 AM,,Click ,Vendor 1,5476893948
27/01/25 2:07:00 AM,,View ,Vendor 1,5512466649
27/01/25 2:09:00 AM,,Click ,Vendor 1,5512466649
27/01/25 2:10:00 AM,,Click ,Vendor 1,5512466649
01/02/25 11:44:00 AM,,View ,Vendor 1,5535951467
01/02/25 11:45:00 AM,,Click ,Vendor 1,5535951467
04/02/25 11:46:00 AM,,Click ,Vendor 1,5535951467
11/02/25 5:30:00 PM,,View ,Vendor 1,5548480983
11/02/25 5:31:00 PM,,Click ,Vendor 1,5548480983
11/02/25 6:31:00 PM,,Click ,Vendor 1,5548480983
02/02/25 6:21:00 PM,,View ,Vendor 1,5568349765
02/02/25 6:22:00 PM,,Click ,Vendor 1,5568349765
02/02/25 6:23:00 PM,,Click ,Vendor 1,5568349765
29/01/25 8:08:00 AM,,View ,Vendor 1,5577690919
29/01/25 8:09:00 AM,,Click ,Vendor 1,5577690919
29/01/25 8:09:00 AM,,Click ,Vendor 1,5577690919
10/02/25 11:49:00 PM,,View ,Vendor 1,5633619942
10/02/25 11:50:00 PM,,Click ,Vendor 1,5633619942
10/02/25 11:49:00 PM,,Click ,Vendor 1,5633619942
05/02/25 7:00:00 AM,,View ,Vendor 1,5660714765
